Protein,Degree,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,Eigenvector_Centrality
Q8WY07,3,0.0001646,3.87E-08,0.224523953,9.82E-05
Q9NYZ1,22,0.001207067,7.73E-05,0.259919525,0.000765601
F5H1C8,1,5.49E-05,0,0.208404749,8.85E-06
P14907,1,5.49E-05,0,0.208404749,8.85E-06
Q15283,1,5.49E-05,0,0.181753615,5.24E-07
O75147-2,1,5.49E-05,0,0.197076905,1.86E-06
Q149N8,3,0.0001646,1.36E-06,0.236009009,0.000237733
Q9Z214-1,1,5.49E-05,0,0.176222237,2.96E-07
Q14CW9,3,0.0001646,5.84E-07,0.203621245,3.28E-05
Q9NPA8,4,0.000219467,1.13E-05,0.221470918,6.19E-05
Q14CZ0,2,0.000109733,2.61E-06,0.235379963,0.000215285
Q96CB8,4,0.000219467,0.00011316,0.24212864,0.000232004
Q15021,2,0.000109733,0,0.17674329,2.97E-07
Q9BPX3,3,0.0001646,5.08E-05,0.204314865,1.22E-05
P04910,1,5.49E-05,0,0.17314396,1.42E-07
Q15005,1,5.49E-05,0,0.215496301,1.05E-05
Q53Y03,1,5.49E-05,0,0.200097223,1.01E-05
Q9UHA2,8,0.000438933,0.000112969,0.231096163,9.43E-05
Q9HCE5,4,0.000219467,0.000323239,0.230459752,9.19E-05
Q6ZTU2,1,5.49E-05,0,0.237716952,0.000199415
Q96DT7,19,0.001042467,7.79E-05,0.273354158,0.004125263
Q15019-1,1,5.49E-05,0,0.217337853,1.59E-05
Q15020,4,0.000219467,0.000108119,0.238158296,0.000437238
F5HFL9,1,5.49E-05,0,0.19167318,5.54E-06
Q96MN5,3,0.0001646,4.70E-06,0.264249888,0.001274388
Q5SRH9-6,1,5.49E-05,0,0.234488016,0.00023493
Q9H267,3,0.0001646,0.00036554,0.234610101,0.00023502
Q8VSC3,2,0.000109733,0,0.242018603,0.000328285
Q9NYL5,1,5.49E-05,0,0.158510845,1.07E-08
Q9BWV7,1,5.49E-05,0,0.158510845,1.07E-08
Q8TEB7,4,0.000219467,4.58E-05,0.25892767,0.000604983
Q9NQZ3,4,0.000219467,0.000119308,0.243602046,0.000372095
Q9Y6I3-3,2,0.000109733,0,0.246471892,0.000503043
Q8N9H8,1,5.49E-05,0,0.243210978,0.000369134
Q9NRM6,1,5.49E-05,0,0.243210978,0.000369134
O00182-2,2,0.000109733,7.15E-08,0.252441089,0.001070742
Q96PU5-2,2,0.000109733,4.81E-08,0.245895966,0.000480981
Q96BN8,9,0.0004938,4.93E-06,0.260752538,0.001150312
Q9BX46-2,5,0.000274333,2.07E-06,0.259065081,0.001588271
Q8WV99,7,0.000384067,0.000117824,0.261910592,0.001050175
Q8NEA5,3,0.0001646,5.49E-07,0.235361049,0.000106523
Q9ULP0,40,0.002194667,0.000261364,0.278125862,0.001947778
Q9Y3D7,3,0.0001646,8.79E-06,0.261303083,0.001037042
Q8N5Z3,2,0.000109733,9.03E-08,0.236018518,0.000129745
Q9UMY4-1,4,0.000219467,2.51E-07,0.244622692,0.000265774
E5KS60,4,0.000219467,3.75E-06,0.251074203,0.000521174
Q9Y4P8,8,0.000438933,2.55E-05,0.255725078,0.000393735
Q15043,2,0.000109733,9.55E-08,0.247621406,0.000880327
Q9NWR8,1,5.49E-05,0,0.235575587,0.000144336
Q9H7B2,2,0.000109733,1.83E-06,0.21245861,1.28E-05
Q3SYG4,10,0.000548667,0.000164282,0.23480131,0.000156519
Q8TAM2,2,0.000109733,0,0.214431388,3.10E-05
Q14161-11,2,0.000109733,1.09E-07,0.230007314,0.000137355
Q15057,1,5.49E-05,0,5.49E-05,3.26E-31
Q96P50,1,5.49E-05,0,5.49E-05,3.26E-31
Q15058,1,5.49E-05,0,0.196825281,6.70E-06
Q15061,2,0.000109733,0,0.168683363,1.03E-07
Q8TED0,2,0.000109733,0,0.168683363,1.03E-07
Q15063,1,5.49E-05,0,0.199074954,4.62E-06
Q15072,1,5.49E-05,0,0.22975172,0.000175807
Q9UL26,3,0.0001646,8.46E-07,0.213097513,4.85E-05
Q5K651,1,5.49E-05,0,0.193128696,1.61E-06
Q69Z37,1,5.49E-05,0,0.193128696,1.61E-06
Q63635,1,5.49E-05,0,0.193128696,1.61E-06
Q6ZMQ8-1,1,5.49E-05,0,0.214764189,3.69E-05
Q6ZMQ8-2,1,5.49E-05,0,0.214764189,3.69E-05
P07589,1,5.49E-05,0,0.206225739,4.98E-06
P18828,1,5.49E-05,0,0.206225739,4.98E-06
P43407,1,5.49E-05,0,0.206225739,4.98E-06
O35988,1,5.49E-05,0,0.206225739,4.98E-06
Q9NZQ7-1,1,5.49E-05,0,0.182007735,3.19E-07
P31749-1,1,5.49E-05,0,0.206206381,4.65E-06
P31751-1,1,5.49E-05,0,0.206206381,4.65E-06
Q9UGM5,6,0.0003292,5.64E-07,0.239290036,0.000303738
Q8N1B3,2,0.000109733,0.000107752,0.207995299,8.48E-06
Q8C2B3-1,1,5.49E-05,0,0.1985352,2.22E-06
Q9H246,2,0.000109733,2.07E-06,0.226328287,4.91E-05
Q9NQS3-1,3,0.0001646,5.38E-08,0.228206298,0.000380556
Q96NY8,5,0.000274333,0.000148289,0.213491002,2.30E-05
Q8WXF1-1,1,5.49E-05,0,0.211065405,2.88E-05
Q15269,1,5.49E-05,0,5.49E-05,3.26E-31
Q9Y5J1,1,5.49E-05,0,5.49E-05,3.26E-31
Q9UJ41-2,2,0.000109733,5.40E-07,0.223098802,0.000118951
P68590,1,5.49E-05,0,0.222985571,0.000117202
Q8N3F8,6,0.0003292,0.000218551,0.221758768,3.08E-05
Q96LP2,6,0.0003292,1.87E-06,0.257913072,0.001823821
Q9UKV3-2,1,5.49E-05,0,0.218144497,7.31E-05
Q9VJ12,1,5.49E-05,0,0.218144497,7.31E-05
Q9H6S0,3,0.0001646,0.000107904,0.197737708,3.82E-06
Q15154-3,9,0.0004938,3.77E-06,0.267361501,0.002720392
Q05BL0,4,0.000219467,3.49E-07,0.244445757,0.000634126
Q9NZ32,3,0.0001646,1.41E-06,0.257278739,0.001481048
Q8N4G4,3,0.0001646,2.15E-07,0.259374789,0.003373261
Q4ZG74,3,0.0001646,2.15E-07,0.259374789,0.003373261
Q8NEY1-3,5,0.000274333,3.59E-06,0.264875186,0.002019581
Q8NEY1-4,2,0.000109733,1.15E-07,0.253350904,0.001570626
Q96S42,2,0.000109733,3.11E-08,0.25608654,0.002060626
Q9BUD6,4,0.000219467,7.11E-06,0.263012045,0.002064887
Q9H741,3,0.0001646,2.20E-05,0.260740932,0.002149501
Q9H6L2,3,0.0001646,2.15E-07,0.259374789,0.003373261
Q9BQY6-2,1,5.49E-05,0,0.250587313,0.001359018
Q9UC07,11,0.000603533,9.58E-06,0.282966844,0.005439472
Q15327,8,0.000438933,5.74E-06,0.268173394,0.002151624
Q9Y566,2,0.000109733,1.25E-06,0.224154524,2.89E-05
Q14498-2,1,5.49E-05,0,0.212906471,4.59E-05
O41951,1,5.49E-05,0,0.212906471,4.59E-05
Q15370,4,0.000219467,1.24E-06,0.224926264,8.17E-05
Q96G25,6,0.0003292,5.18E-05,0.25659131,0.002064807
P52793,1,5.49E-05,0,0.18680179,5.59E-07
Q15388,1,5.49E-05,0,0.18022889,2.83E-07
Q9P0U1,2,0.000109733,0.000107752,0.220742075,2.23E-05
Q96SB4-2,1,5.49E-05,0,0.202953411,3.34E-06
Q96SB4-3,1,5.49E-05,0,0.202953411,3.34E-06
Q86XP3,2,0.000109733,0,0.229131644,0.000146907
E9PPJ0,1,5.49E-05,0,0.22440354,9.84E-05
O15480,2,0.000109733,1.33E-06,0.246102576,0.000393368
Q9UPX6,9,0.0004938,3.20E-05,0.24826506,0.000320439
O94855-2,2,0.000109733,0,0.229793779,5.18E-05
Q3KP66,4,0.000219467,5.48E-06,0.232413394,8.31E-05
Q3KP66-1,2,0.000109733,3.13E-07,0.214209223,2.85E-05
Q96QV1,3,0.0001646,6.92E-08,0.181468344,2.61E-07
Q13635-1,1,5.49E-05,0,0.180617877,2.35E-07
Q99502,1,5.49E-05,0,0.215443464,6.98E-05
O00167-1,1,5.49E-05,0,0.215443464,6.98E-05
PRO_0000009139 [Q15485],1,5.49E-05,0,0.176130398,1.29E-07
Q15526,1,5.49E-05,0,0.149514538,2.67E-09
Q15528,15,0.000823,0.000301568,0.292850172,0.00400699
Q9D8C6,4,0.000219467,7.88E-08,0.234050806,0.000122237
Q9CQI9,5,0.000274333,1.75E-07,0.234053923,0.000123532
Q15542,1,5.49E-05,0,0.167983586,6.47E-08
Q15543,3,0.0001646,1.51E-05,0.24675567,0.001879183
Q15544,2,0.000109733,1.20E-06,0.230677555,7.95E-05
Q80UV9-1,1,5.49E-05,0,0.186344239,9.59E-07
Q6PK04,1,5.49E-05,0,0.224975214,4.46E-05
Q7Z4V5,1,5.49E-05,0,0.224975214,4.46E-05
Q86VM9,2,0.000109733,1.06E-06,0.227018277,5.19E-05
Q80W00,1,5.49E-05,0,0.224975214,4.46E-05
Q6ZW49-2,3,0.0001646,2.20E-06,0.235512447,0.000184105
P78332-2,1,5.49E-05,0,0.218927146,5.15E-05
Q8N2F6-2,4,0.000219467,7.12E-06,0.258664706,0.00114044
Q569K6,3,0.0001646,2.69E-06,0.245741237,0.000578149
Q6P5X7-2,5,0.000274333,5.48E-06,0.257229784,0.000711877
Q80V24,1,5.49E-05,0,0.226214667,0.000245298
Q15853,3,0.0001646,1.78E-06,0.246126703,0.000875467
A0A0G2K692,1,5.49E-05,0,0.199074954,4.62E-06
B7UR60,1,5.49E-05,0,0.209567827,9.41E-06
B7UMA0,1,5.49E-05,0,0.209567827,9.41E-06
Q7DB76,1,5.49E-05,0,0.209567827,9.41E-06
Q8X831,1,5.49E-05,0,0.209567827,9.41E-06
Q05738,1,5.49E-05,0,0.209567827,9.41E-06
P55265-1,2,0.000109733,0,0.213402859,2.73E-05
P55265-5,2,0.000109733,0,0.213402859,2.73E-05
Q8TAS1,7,0.000384067,4.72E-06,0.260806714,0.001968688
Q80V31,1,5.49E-05,0,0.224661726,4.82E-05
Q8CGZ0,1,5.49E-05,0,0.224661726,4.82E-05
Q3TCX3,1,5.49E-05,0,0.224661726,4.82E-05
Q60960,1,5.49E-05,0,0.224661726,4.82E-05
O35343,1,5.49E-05,0,0.224661726,4.82E-05
Q3USH5,1,5.49E-05,0,0.224661726,4.82E-05
P26369,1,5.49E-05,0,0.224661726,4.82E-05
Q1RLN5,1,5.49E-05,0,0.227162065,5.55E-05
Q68EM7,6,0.0003292,0.000108656,0.23718117,0.000248501
Q17R89-2,1,5.49E-05,0,0.227162065,5.55E-05
P97573,2,0.000109733,4.13E-07,0.227960603,5.80E-05
P42684-3,2,0.000109733,5.59E-07,0.251927217,0.000712028
Q5T230,2,0.000109733,0,0.22747963,9.68E-05
Q15643,1,5.49E-05,0,0.200448699,6.00E-06
Q9Y303,7,0.000384067,7.34E-06,0.256538871,0.001157477
Q969Q4,1,5.49E-05,0,0.233314377,0.000214465
Q9Y2V0,1,5.49E-05,0,0.233314377,0.000214465
A0A0S2Z515,1,5.49E-05,0,0.233314377,0.000214465
A0A0S2Z576,1,5.49E-05,0,0.233314377,0.000214465
Q96L50,4,0.000219467,3.61E-06,0.251692692,0.001471119
Q6P9B6,1,5.49E-05,0,0.233314377,0.000214465
Q9NTN9,33,0.0018106,0.000455006,0.300198815,0.008404746
Q9H0F6-2,4,0.000219467,1.64E-07,0.251808096,0.001509039
Q15646,1,5.49E-05,0,0.194479426,1.37E-06
Q15649,1,5.49E-05,0,0.159914272,3.90E-08
Q9GZS1,2,0.000109733,2.02E-06,0.24286143,0.000275528
V9HWD0,2,0.000109733,7.90E-07,0.245926936,0.000610703
A2RRL9,3,0.0001646,1.57E-06,0.256651267,0.00085973
Q9H0D2,2,0.000109733,7.38E-08,0.243754093,0.000571828
Q95HA4,2,0.000109733,8.43E-08,0.253885276,0.001353437
P30622-2,2,0.000109733,1.09E-07,0.237021226,9.18E-05
Q99661,3,0.0001646,5.22E-07,0.250169953,0.001239893
Q495Y8,1,5.49E-05,0,0.224363431,6.95E-05
P0CI01,4,0.000219467,1.10E-05,0.246547963,0.000549793
Q96CK0,4,0.000219467,2.03E-06,0.254716915,0.001193373
Q15697,5,0.000274333,2.27E-07,0.242911784,0.000390723
Q8NGH7,1,5.49E-05,0,0.208607602,1.71E-05
Q96N76,1,5.49E-05,0,0.208607602,1.71E-05
Q96RE9-3,1,5.49E-05,0,0.208607602,1.71E-05
Q9UIV8,1,5.49E-05,0,0.196642484,4.13E-06
Q15726,1,5.49E-05,0,0.2436088,0.00026823
Q12955-5,1,5.49E-05,0,0.239319364,0.000447125
Q8IUE0,3,0.0001646,8.19E-08,0.24691168,0.000632804
Q14318-2,1,5.49E-05,0,0.194414882,2.83E-06
Q15771,2,0.000109733,0,0.233305085,0.0002006
Q15772,5,0.000274333,1.24E-05,0.274001977,0.002865396
Q9NWD9,1,5.49E-05,0,0.204264995,2.15E-05
Q5TYM5,2,0.000109733,2.25E-06,0.254344581,0.000927896
Q15785,1,5.49E-05,0,0.218326072,1.98E-05
P25799,1,5.49E-05,0,0.212821387,2.80E-05
P56581,1,5.49E-05,0,0.212821387,2.80E-05
Q96KR1,1,5.49E-05,0,0.21619352,1.77E-05
P60953-1,1,5.49E-05,0,0.211785235,1.66E-05
Q925Q9,1,5.49E-05,0,0.211785235,1.66E-05
Q94A97,1,5.49E-05,0,0.174465788,2.31E-07
Q7RTN6,2,0.000109733,0,0.220420911,3.75E-05
Q7RTN6-1,2,0.000109733,0,0.220420911,3.75E-05
Q9C0K7,2,0.000109733,0,0.220420911,3.75E-05
Q53R12,2,0.000109733,5.62E-09,0.225139497,8.10E-05
Q6ZTN6,16,0.000877867,7.75E-05,0.296551506,0.00633369
Q9P2P5,1,5.49E-05,0,0.203188064,5.52E-06
Q9H6A9,1,5.49E-05,0,0.203188064,5.52E-06
Q9CWR8,1,5.49E-05,0,0.219740157,4.68E-05
Q15911,29,0.001591134,7.13E-05,0.292416493,0.015180081
A0A0S2Z4M0,2,0.000109733,5.81E-07,0.236912587,0.000275374
O15294-3,4,0.000219467,9.11E-07,0.242710495,0.00050563
Q9P0V9,3,0.0001646,2.58E-08,0.229098787,6.68E-05
Q9NVA2,5,0.000274333,5.91E-07,0.241012916,0.000210262
Q92599,4,0.000219467,1.50E-06,0.26483527,0.000470699
Q9Y5K5-3,2,0.000109733,3.43E-06,0.207570293,9.91E-06
O35593,1,5.49E-05,0,0.207565389,9.83E-06
Q16206,6,0.0003292,2.33E-06,0.24899671,0.000588435
Q16222,1,5.49E-05,0,5.49E-05,3.26E-31
Q16222-2,1,5.49E-05,0,5.49E-05,3.26E-31
Q6V702,1,5.49E-05,0,0.227103354,4.73E-05
Q9UBW8,2,0.000109733,1.26E-06,0.240455612,0.000136533
Q60953,1,5.49E-05,0,0.227103354,4.73E-05
P11416,1,5.49E-05,0,0.227103354,4.73E-05
Q16281,1,5.49E-05,0,0.228565431,0.000120346
Q16620,2,0.000109733,0.000107752,0.204540775,4.83E-06
Q99797,1,5.49E-05,0,0.214211834,1.08E-05
Q16363,2,0.000109733,7.44E-06,0.264015666,0.00039434
Q16384,3,0.0001646,3.89E-07,0.243794671,0.000338816
Q53GA4,4,0.000219467,1.34E-06,0.236619122,0.000289308
Q16394,1,5.49E-05,0,5.49E-05,3.26E-31
Q93063,1,5.49E-05,0,5.49E-05,3.26E-31
Q96M89-2,8,0.000438933,4.87E-06,0.274485573,0.002607366
Q9NYL2-1,1,5.49E-05,0,0.23928352,0.000423307
PRO_0000278753 [O92972],1,5.49E-05,0,0.181111145,3.09E-07
Q16515,1,5.49E-05,0,0.253146536,0.000925248
Q16518,1,5.49E-05,0,0.185865331,1.38E-06
Q5T6F0,1,5.49E-05,0,0.205473451,1.08E-05
Q8WV16,3,0.0001646,0.00011675,0.256310637,0.00062615
Q72500,1,5.49E-05,0,0.205473451,1.08E-05
P18045,2,0.000109733,0,0.210126608,1.55E-05
Q89246,1,5.49E-05,0,0.205473451,1.08E-05
Q9QMH9,1,5.49E-05,0,0.205473451,1.08E-05
Q9HBH9,5,0.000274333,1.45E-05,0.266663715,0.001398814
Q15256-1,1,5.49E-05,0,0.205420613,6.98E-06
P54830-1,1,5.49E-05,0,0.205420613,6.98E-06
Q7Z6B0-2,4,0.000219467,4.41E-06,0.27165132,0.001690404
Q9BXI3,2,0.000109733,4.10E-07,0.26310261,0.001329432
Q8WU08-2,1,5.49E-05,0,0.248658491,0.000423029
Q9Y2H1,3,0.0001646,2.21E-06,0.251350708,0.000464881
P33279,1,5.49E-05,0,0.248658491,0.000423029
P11500,1,5.49E-05,0,0.248658491,0.000423029
Q16552,2,0.000109733,1.06E-07,0.216675981,3.64E-05
Q16553,5,0.000274333,1.70E-05,0.235168928,0.000143597
Q8IXW6,1,5.49E-05,0,0.217849744,2.04E-05
Q16558,1,5.49E-05,0,0.212499714,2.95E-05
Q16560,17,0.000932733,6.93E-05,0.27566098,0.002120055
Q16570,2,0.000109733,0.000107752,0.185035576,6.39E-07
P22290,1,5.49E-05,0,0.155697948,8.17E-09
Q16572,4,0.000219467,3.03E-07,0.227497299,0.0001102
P62799,1,5.49E-05,0,0.190171504,1.22E-06
P70218,2,0.000109733,1.85E-07,0.200430411,4.21E-06
Q08AT0,2,0.000109733,0,0.220462388,4.27E-05
Q9Y6J9,3,0.0001646,6.71E-06,0.242061939,0.000442589
P46099,1,5.49E-05,0,0.190161215,1.75E-06
Q9BVU5,2,0.000109733,1.65E-07,0.233023573,0.000155901
Q80U63,1,5.49E-05,0,0.220329716,6.69E-05
P24356,1,5.49E-05,0,0.220329716,6.69E-05
Q16611-1,1,5.49E-05,0,0.220329716,6.69E-05
Q8N5X7-2,1,5.49E-05,0,0.20748452,2.32E-05
Q03114,1,5.49E-05,0,0.169281306,6.12E-08
Q9Y6V7,2,0.000109733,1.25E-07,0.233804814,0.000152207
Q13491-3,2,0.000109733,7.93E-08,0.238478245,0.000217669
Q7Z6E9,3,0.0001646,3.85E-06,0.258201061,0.000898789
Q9UBB5,3,0.0001646,7.48E-07,0.238805544,0.000218654
Q9VV74,1,5.49E-05,0,0.23327102,0.000140993
P14678-1,1,5.49E-05,0,0.23327102,0.000140993
Q16643-1,1,5.49E-05,0,0.208350392,1.48E-05
O35889,1,5.49E-05,0,0.208350392,1.48E-05
Q16653,2,0.000109733,1.20E-05,0.274751635,0.001130249
Q16654,1,5.49E-05,0,0.234760534,0.00021137
Q9Y4I5-2,2,0.000109733,2.91E-08,0.227562107,0.000177105
Q9GZV1,1,5.49E-05,0,0.19293787,1.51E-06
Q8IW41-2,1,5.49E-05,0,0.19293787,1.51E-06
Q16661,2,0.000109733,0,0.255870286,0.000605156
Q9C0J9,1,5.49E-05,0,0.217192807,1.81E-05
Q96KS0,1,5.49E-05,0,0.217192807,1.81E-05
Q8N461,1,5.49E-05,0,0.217192807,1.81E-05
Q9Y2N7-4,1,5.49E-05,0,0.217192807,1.81E-05
Q9UHD8-1,2,0.000109733,6.37E-07,0.223589853,4.65E-05
O60224,4,0.000219467,2.90E-06,0.238080862,0.000304213
Q5RIX9,1,5.49E-05,0,0.217192807,1.81E-05
Q6S7F2,1,5.49E-05,0,0.217192807,1.81E-05
Q61539,1,5.49E-05,0,0.217192807,1.81E-05
Q8BIF2,1,5.49E-05,0,0.217192807,1.81E-05
P51450-2,1,5.49E-05,0,0.217192807,1.81E-05
Q16719,8,0.000438933,2.23E-06,0.256876353,0.001332076
Q16760,1,5.49E-05,0,5.49E-05,3.26E-31
Q16760-2,1,5.49E-05,0,5.49E-05,3.26E-31
Q16769,1,5.49E-05,0,0.2436088,0.00026823
Q16774,1,5.49E-05,0,0.232302796,0.000125401
Q16775,2,0.000109733,5.47E-06,0.21962482,3.46E-05
Q16799,3,0.0001646,3.16E-05,0.28245293,0.001741329
O08715-5,1,5.49E-05,0,0.219784127,8.08E-05
Q8WXG6,2,0.000109733,2.93E-06,0.215235013,1.10E-05
Q92543,1,5.49E-05,0,0.199776496,4.27E-06
Q9H254,2,0.000109733,1.01E-05,0.243666221,0.000334848
Q16864,1,5.49E-05,0,0.201741902,1.87E-05
Q96J77,3,0.0001646,4.07E-06,0.240880777,0.000234096
Q8WYQ3,2,0.000109733,1.45E-07,0.237318895,0.000249561
C0HM83,1,5.49E-05,0,0.219495895,3.05E-05
Q15390,2,0.000109733,2.61E-08,0.230236327,9.19E-05
Q17RW2,1,5.49E-05,0,0.228405017,5.57E-05
Q1HG43,1,5.49E-05,0,5.49E-05,3.26E-31
Q9NRD9,1,5.49E-05,0,5.49E-05,3.26E-31
Q1HG44,1,5.49E-05,0,5.49E-05,3.26E-31
Q9NRD8,1,5.49E-05,0,5.49E-05,3.26E-31
Q1MSJ5,5,0.000274333,3.01E-06,0.261458585,0.002346938
Q2HXU8,11,0.000603533,2.29E-06,0.244690812,0.000314297
P55201-2,8,0.000438933,3.02E-06,0.26501099,0.002367873
Q2KHT3,1,5.49E-05,0,0.248300137,0.001069156
Q2M1Z3,1,5.49E-05,0,0.198308927,2.21E-06
Q2M2I8,1,5.49E-05,0,0.200521888,2.35E-06
Q2M389,1,5.49E-05,0,0.190604644,1.54E-06
Q2M3C7,1,5.49E-05,0,0.205039538,9.35E-06
B0BLW3,1,5.49E-05,0,0.190089224,2.28E-06
Q5SSZ7,1,5.49E-05,0,0.190089224,2.28E-06
Q2NKJ3,4,0.000219467,7.82E-06,0.243332209,0.000216223
Q2NL68,11,0.000603533,9.88E-06,0.26340626,0.003196635
Q2PPJ7,1,5.49E-05,0,0.218989892,5.08E-05
Q8N4T8,1,5.49E-05,0,0.228705233,8.70E-05
Q2T9J0,2,0.000109733,0.000107752,0.193082015,7.07E-06
Q2T9J0-1,1,5.49E-05,0,0.161356105,8.96E-08
Q6XQN6-2,3,0.0001646,4.06E-07,0.259834979,0.002352014
Q8NEY8,4,0.000219467,1.92E-07,0.2528879,0.002090303
G5E9L9,1,5.49E-05,0,0.236791285,0.000490502
Q8TC05,4,0.000219467,8.79E-07,0.251985014,0.001172375
Q3KNS1,2,0.000109733,1.13E-09,0.237871397,0.000858535
Q2TAK8,2,0.000109733,3.91E-07,0.242750726,0.000378924
H3BRN8,1,5.49E-05,0,0.227898523,0.000165888
Q9Y484,2,0.000109733,0.000107752,0.210964057,1.85E-05
Q69YN2,1,5.49E-05,0,0.238701748,0.000449084
Q2VPA4,2,0.000109733,3.01E-09,0.195498413,1.07E-05
Q99766-3,2,0.000109733,1.78E-07,0.235585061,0.000522408
Q330K2,2,0.000109733,1.10E-08,0.239730705,0.001036592
Q33E94,1,5.49E-05,0,0.217031872,3.70E-05
Q7L7V1,1,5.49E-05,0,0.244534193,0.00068503
Q9Y2I6,12,0.0006584,5.56E-06,0.273775745,0.005363379
Q8TBR0,2,0.000109733,0,0.254994106,0.001410857
Q3KNS6,34,0.001865467,0.000149678,0.304690503,0.010595754
Q92903,7,0.000384067,9.90E-07,0.242532967,0.000296405
Q8NG98,3,0.0001646,1.74E-05,0.255476004,0.000390654
Q13433-2,3,0.0001646,2.10E-07,0.236021687,0.000134692
Q8NHR7,2,0.000109733,2.06E-09,0.207093316,4.07E-05
Q96CX2,1,5.49E-05,0,0.230489977,0.000323555
Q3KR16,1,5.49E-05,0,0.23992708,0.000289129
Q3L8U1,1,5.49E-05,0,0.229113721,7.56E-05
Q8N2R0-2,1,5.49E-05,0,0.233376344,0.000387588
Q9NQ87,7,0.000384067,7.92E-06,0.267008095,0.003246871
Q8N7G0,1,5.49E-05,0,0.239195585,0.000762663
Q8IW03,1,5.49E-05,0,0.239195585,0.000762663
Q9UL54,3,0.0001646,4.21E-06,0.25295342,0.000936975
Q6GMQ7,4,0.000219467,2.69E-06,0.2517612,0.001491614
Q9H008,2,0.000109733,3.09E-07,0.224340518,9.43E-05
Q96DR8,1,5.49E-05,0,0.220371159,4.35E-05
Q0VAM2-3,4,0.000219467,1.15E-06,0.253420318,0.001106277
Q9H4S2,1,5.49E-05,0,0.238721203,0.000474396
P23759-2,6,0.0003292,1.36E-06,0.264907127,0.001962019
Q8TAM1,3,0.0001646,1.04E-07,0.200072165,4.61E-06
Q6ZW61,5,0.000274333,6.20E-06,0.216036717,4.88E-05
A0A0C4DGX9,1,5.49E-05,0,0.189492774,1.98E-06
Q9UJJ9,1,5.49E-05,0,0.207322969,3.36E-05
Q3V5L5,1,5.49E-05,0,0.226842457,0.000191242
Q3YEC7,7,0.000384067,0.000175228,0.269948831,0.002380197
Q460N3,1,5.49E-05,0,0.21118969,2.54E-05
Q5ZXN6,5,0.000274333,5.06E-05,0.24312686,0.000439497
Q5JR12,5,0.000274333,4.91E-07,0.262375916,0.001810875
Q494V2,21,0.0011522,8.39E-05,0.289731252,0.005808968
Q496J9,1,5.49E-05,0,5.49E-05,3.26E-31
P0DPI0,1,5.49E-05,0,5.49E-05,3.26E-31
Q49AJ0,15,0.000823,2.90E-05,0.280317401,0.003636503
Q6L8H4,10,0.000548667,0.000108138,0.245816858,0.002391712
Q4FZB7,2,0.000109733,7.02E-06,0.220186168,7.17E-05
Q4G0P3,1,5.49E-05,0,0.224128795,0.000120639
Q4G0X9,1,5.49E-05,0,0.215991579,8.10E-05
Q62226,2,0.000109733,5.64E-06,0.193271001,9.88E-07
Q4KMP7,1,5.49E-05,0,0.216788242,3.46E-05
Q9Y696,2,0.000109733,3.44E-09,0.202787137,1.38E-05
Q9NZA1-2,1,5.49E-05,0,0.202759061,6.88E-06
Q4L180,1,5.49E-05,0,0.202885463,1.02E-05
Q4LDG9,1,5.49E-05,0,0.158860464,1.10E-08
Q8NEB5,2,0.000109733,5.86E-08,0.218185122,3.45E-05
Q4U2R8,1,5.49E-05,0,0.228405017,5.57E-05
Q504Q3,3,0.0001646,6.52E-08,0.194056369,2.25E-06
Q52LJ0,1,5.49E-05,0,0.189327417,1.48E-06
Q9Y224,9,0.0004938,0.000297033,0.234547477,0.000117052
Q52LW3,4,0.000219467,3.04E-07,0.279817512,0.00196875
Q53EL9,1,5.49E-05,0,0.2436088,0.00026823
Q53EP0,47,0.002578734,0.000404383,0.288045415,0.008413052
Q96I13,4,0.000219467,1.48E-07,0.239763412,0.000634915
Q99570,3,0.0001646,2.13E-07,0.227141513,0.000239193
Q8N801-2,1,5.49E-05,0,0.222717108,0.000106637
Q53EV4,1,5.49E-05,0,0.23992708,0.000289129
Q8N187,5,0.000274333,3.04E-06,0.254425591,0.000694205
Q2TAK8-2,2,0.000109733,3.91E-07,0.242750726,0.000378924
A8K9C1,1,5.49E-05,0,0.23992708,0.000289129
Q53F39,2,0.000109733,6.93E-08,0.233904394,0.000275217
Q53FZ2,1,5.49E-05,0,0.238316547,0.000239836
Q17RA1,1,5.49E-05,0,0.237142764,0.000138695
Q7Z6J4,4,0.000219467,2.11E-06,0.254646789,0.000559377
Q6IQ55,4,0.000219467,3.50E-06,0.248079317,0.000348332
Q7LAP4,1,5.49E-05,0,0.237142764,0.000138695
Q16385-2,6,0.0003292,1.11E-05,0.239753599,0.000254203
Q53GL7,1,5.49E-05,0,0.203263267,1.21E-05
Q29RF7-3,4,0.000219467,2.95E-06,0.273014429,0.003018086
Q53GS9,2,0.000109733,5.30E-06,0.235175222,6.89E-05
Q53H47,1,5.49E-05,0,0.22640118,0.000112408
Q53H82,1,5.49E-05,0,0.242365726,0.000200127
Q9UPV0,5,0.000274333,3.15E-05,0.249060229,0.00053871
Q8N6M3,4,0.000219467,0.000107761,0.215766171,4.31E-05
E7CU85,1,5.49E-05,0,0.214895497,3.12E-05
Q86SX6,3,0.0001646,9.77E-07,0.223606922,6.52E-05
PRO_0000141650 [Q86SX6],2,0.000109733,3.57E-08,0.218957151,6.08E-05
