AAC_E,AAC_Q,AAC_K,AAC_M,AAC_V,AAC_G,AAC_D,AAC_I,AAC_N,GO_Essential_Score,Degree_Centrality,Betweenness_Centrality,Eigenvector_Centrality,Instability_Index,Net_Charge_pH7,AAC_P,AAC_S,AAC_W,TARGET
10.52631579,6.140350877,7.01754386,1.754385965,5.263157895,6.140350877,3.50877193,5.263157895,7.01754386,4.0,0.0,0.0,0.0,49.87368421,-2.474483737,6.140350877,6.140350877,0.877192982,1
8.042895442,6.702412869,8.042895442,1.608579088,5.09383378,5.361930295,5.09383378,4.825737265,5.361930295,2.0,0.0010973334796444,0.0003499027552831,0.0015795839551419,42.09785523,-3.570308139,4.021447721,7.238605898,0.536193029,0
5.492957746,4.788732394,5.211267606,2.394366197,7.183098592,5.633802817,6.056338028,3.23943662,4.647887324,0.0,0.0013716668495555,0.0003054187913008,0.0068765121096048,52.00314085,-5.594115823,6.197183099,7.605633803,0.985915493,1
4.411764706,3.781512605,3.991596639,3.571428571,7.352941176,8.823529412,2.521008403,9.87394958,2.521008403,0.0,0.0002194666959288,2.6171559346671507e-05,0.0001373091679465,25.44628151,2.805179317,3.991596639,7.352941176,1.050420168,1
5.27256479,3.753351206,4.378909741,2.234137623,4.736371761,6.255585344,5.808757819,4.200178731,5.719392315,0.0,0.0001646000219466,0.000215498834403,4.021521753397948e-06,47.57248436,-20.01723872,5.27256479,10.36639857,1.161751564,1
10.90742438,5.77451879,9.624197984,2.841429881,4.399633364,3.758020165,6.049495875,5.866177819,5.132905591,4.0,0.0002743333699111,2.7521418454765697e-05,6.579035712124426e-05,52.39350137,-4.125626177,2.566452796,6.691109074,0.274977085,1
7.180851064,4.875886525,8.244680851,2.216312057,5.673758865,3.102836879,5.939716312,5.141843972,5.673758865,0.0,5.48666739822232e-05,0.0,2.228316146656644e-05,59.43528369,-11.05452184,9.574468085,12.05673759,0.088652482,0
5.316455696,4.303797468,5.569620253,2.53164557,10.12658228,8.607594937,7.848101266,5.569620253,2.025316456,4.0,0.0001646000219466,4.455656376362914e-06,0.0015206323637902,41.52151899,-7.493986697,4.050632911,5.063291139,1.012658228,0
6.25,6.048387097,5.846774194,1.411290323,8.669354839,6.451612903,6.653225806,4.233870968,2.620967742,2.0,5.48666739822232e-05,0.0,6.250842004727864e-05,37.79032258,-15.01636865,4.233870968,7.056451613,0.403225806,1
6.923076923,3.846153846,6.923076923,3.076923077,4.615384615,6.153846154,3.076923077,3.076923077,4.615384615,2.0,0.0007681334357511,7.075019569425369e-05,0.0025119730518167,42.44230769,2.94504283,0.769230769,6.923076923,1.538461538,0
6.523005242,5.474665114,4.659289458,2.387885847,7.687827606,4.775771695,3.61094933,5.707629586,4.076878276,2.0,5.48666739822232e-05,0.0,3.800074449501311e-05,51.41567268,-27.45298335,5.474665114,8.503203262,1.514269074,1
8.111111111,3.222222222,4.222222222,2.111111111,5.333333333,8.888888889,6.0,4.0,3.555555556,2.0,0.0001097333479644,5.3873203342215865e-05,0.0004232328878253,52.23301111,-33.46721303,6.333333333,9.222222222,1.444444444,1
6.836734694,3.06122449,2.857142857,3.06122449,6.12244898,6.836734694,3.265306122,5.612244898,3.775510204,0.0,0.0,0.0,0.0,49.50032653,9.042140806,5.714285714,8.367346939,1.326530612,1
3.205128205,1.923076923,19.23076923,1.282051282,6.41025641,1.923076923,5.769230769,7.051282051,3.846153846,13.0,0.0002194666959288,0.0004343332532231,6.650926106069109e-05,53.78205128,26.83811557,7.692307692,2.564102564,0.0,1
7.575757576,8.333333333,7.575757576,3.787878788,12.12121212,5.303030303,6.060606061,5.303030303,1.515151515,4.0,0.0010424668056622,6.778844055889729e-05,0.0091098381616299,36.80530303,0.676896777,2.272727273,4.545454545,1.515151515,1
6.694560669,5.020920502,4.518828452,1.757322176,6.359832636,5.606694561,5.690376569,2.761506276,4.351464435,2.0,0.0001097333479644,0.0,0.000143992365169,55.04920502,-29.40609382,7.447698745,9.623430962,1.841004184,0
3.134796238,6.112852665,1.567398119,1.253918495,6.896551724,7.836990596,4.702194357,2.664576803,2.507836991,0.0,0.0,0.0,0.0,48.32227273,-2.642058732,8.777429467,8.150470219,1.724137931,1
4.712041885,4.712041885,4.712041885,2.617801047,9.947643979,5.759162304,4.188481675,4.188481675,6.282722513,0.0,0.0010424668056622,0.0001432616787867,0.0046111984048198,41.23979058,6.625520366,3.141361257,7.853403141,1.047120419,1
11.62790698,13.17829457,10.07751938,1.550387597,5.426356589,6.201550388,3.100775194,3.100775194,2.325581395,0.0,0.0007132667617689,6.535986349570981e-05,0.0051707921091231,52.10852713,1.530930646,1.550387597,4.651162791,0.0,1
10.36144578,1.927710843,13.4939759,1.204819277,1.927710843,6.265060241,5.301204819,1.927710843,2.168674699,6.0,0.0004389333918577,1.5825331391139307e-05,0.0006910939751766,84.52795181,42.16783657,5.78313253,17.59036145,0.722891566,1
7.754010695,4.812834225,4.278074866,3.743315508,8.021390374,5.080213904,6.14973262,4.278074866,3.743315508,4.0,0.0001646000219466,1.096357798105994e-06,1.0251065916552972e-05,44.7690107,-19.74390392,4.278074866,8.021390374,0.802139037,1
8.571428571,3.673469388,8.571428571,1.632653061,5.306122449,7.346938776,5.714285714,5.714285714,2.857142857,2.0,0.0002743333699111,1.389294489480249e-07,0.0014139691969334,33.27391837,-4.922984589,4.081632653,6.12244898,2.040816327,1
5.504587156,5.198776758,3.363914373,1.22324159,6.116207951,7.951070336,3.669724771,4.281345566,3.975535168,0.0,5.48666739822232e-05,0.0,3.848706835756841e-07,35.33033639,-4.22632398,4.892966361,8.256880734,3.975535168,0
5.678233438,3.470031546,6.309148265,1.892744479,7.255520505,4.731861199,5.678233438,3.470031546,3.785488959,2.0,5.48666739822232e-05,0.0,9.302232939707888e-07,43.22018927,1.615834179,7.570977918,7.255520505,2.839116719,0
6.639004149,4.564315353,3.181189488,2.282157676,6.43153527,6.915629322,4.426002766,4.633471646,3.319502075,0.0,5.48666739822232e-05,0.0,3.891074648472243e-05,45.53070539,-8.682817554,6.22406639,6.43153527,1.313969571,0
9.090909091,3.03030303,12.12121212,2.272727273,10.60606061,7.575757576,6.818181818,5.303030303,3.03030303,11.0,0.0001097333479644,1.7029245610736263e-05,0.0011132542134378,19.88787879,-0.282648305,1.515151515,2.272727273,0.757575758,1
0.970873786,1.941747573,9.708737864,2.912621359,7.766990291,5.825242718,0.970873786,1.941747573,2.912621359,9.0,5.48666739822232e-05,0.0,6.138965558618586e-05,56.6815534,18.80918368,7.766990291,4.854368932,0.970873786,0
9.027777778,2.777777778,3.472222222,2.083333333,6.25,4.166666667,4.166666667,2.083333333,2.777777778,0.0,0.0005486667398222,0.0001249449834403,0.0044203972917255,48.04736111,-4.214853175,9.722222222,2.777777778,1.388888889,0
3.0,1.0,1.0,2.0,9.0,4.0,4.0,0.0,1.0,0.0,5.48666739822232e-05,0.0,2.553355109003847e-07,63.772,8.685469493,10.0,6.0,3.0,1
8.962264151,4.245283019,4.245283019,2.358490566,7.075471698,4.716981132,3.773584906,7.075471698,3.773584906,0.0,5.48666739822232e-05,0.0,1.1498492383671493e-07,35.35424528,-7.243023555,6.132075472,4.245283019,2.358490566,0
8.791208791,5.769230769,5.21978022,0.824175824,5.21978022,7.692307692,2.747252747,3.021978022,3.571428571,2.0,0.0,0.0,0.0,40.23324176,6.83558611,6.593406593,8.516483516,1.923076923,1
4.615384615,7.179487179,5.641025641,4.102564103,2.564102564,3.076923077,2.051282051,7.692307692,5.641025641,0.0,0.0007132667617689,6.550568255387932e-05,0.0008883272872989,61.45025641,10.90437987,4.102564103,8.717948718,1.538461538,0
10.16949153,2.118644068,5.93220339,1.271186441,7.203389831,6.355932203,8.898305085,3.813559322,3.389830508,6.0,0.0002743333699111,2.154732758964093e-05,0.0020841532851544,51.58521186,-21.29108587,8.474576271,6.355932203,1.694915254,1
2.173913043,1.358695652,0.27173913,0.815217391,7.608695652,8.695652174,2.445652174,1.902173913,1.630434783,0.0,0.0,0.0,0.0,55.37092391,23.10037012,6.793478261,5.163043478,2.173913043,1
5.988023952,5.089820359,8.682634731,3.592814371,7.185628743,5.988023952,6.586826347,6.886227545,2.694610778,4.0,0.0003292000438933,0.0001715463701325,0.001842558549275,40.44437126,0.010947723,6.28742515,7.784431138,0.898203593,1
8.123791103,3.094777563,6.382978723,1.934235977,8.704061896,7.930367505,4.061895551,6.769825919,3.868471954,2.0,5.48666739822232e-05,0.0,6.297985075160143e-06,34.64410058,-4.328443205,5.02901354,6.769825919,0.773694391,0
9.589041096,4.965753425,8.904109589,3.424657534,4.623287671,5.479452055,6.164383562,3.767123288,6.164383562,0.0,0.0,0.0,0.0,53.07619863,-5.838518124,2.910958904,7.876712329,0.856164384,1
6.640625,7.421875,7.8125,2.734375,8.984375,5.078125,2.34375,5.46875,3.125,4.0,0.00049380006584,5.486937486856922e-05,0.0021450413341863,36.64804688,8.122098403,4.6875,4.296875,0.390625,0
3.83480826,17.69911504,4.424778761,2.949852507,5.014749263,5.604719764,1.179941003,5.899705015,2.949852507,4.0,0.0012619335015911,0.0009942216577104,0.0008334348049668,62.72654867,12.66189312,8.259587021,6.489675516,0.0,0
6.022187005,5.546751189,2.852614897,1.743264659,5.071315372,7.448494453,3.645007924,1.426307448,2.06022187,0.0,0.0001646000219466,2.100056065068584e-06,0.0002891446825924,58.66862124,-4.494499876,9.984152139,11.09350238,1.584786054,0
6.914893617,4.787234043,7.446808511,2.127659574,6.382978723,5.85106383,2.659574468,4.787234043,4.787234043,11.0,5.48666739822232e-05,0.0,0.0003444336605903,73.12819149,12.63928492,8.510638298,5.85106383,2.659574468,0
5.475763016,5.206463196,3.141831239,2.333931777,7.719928187,8.258527828,3.9497307,4.398563734,3.141831239,0.0,0.0002194666959288,0.0002155138869884,9.980313129199691e-07,49.75225314,-3.50581695,10.05385996,8.707360862,1.526032316,0
5.615942029,3.079710145,6.34057971,3.623188406,7.065217391,5.797101449,6.34057971,5.253623188,2.898550725,6.0,0.0069680675957423,0.0028886171410484,0.0378749022612996,49.19768116,2.389263829,5.434782609,8.695652174,0.724637681,1
14.09395973,4.026845638,5.369127517,6.711409396,4.697986577,7.382550336,11.40939597,5.369127517,4.026845638,4.0,0.0001097333479644,0.0001077524277186,5.924065022476341e-06,28.20738255,-24.3444485,1.342281879,2.684563758,0.0,0
6.880733945,6.19266055,2.981651376,1.146788991,8.256880734,8.256880734,5.733944954,2.981651376,2.981651376,0.0,5.48666739822232e-05,0.0,1.333204492302157e-06,51.53692661,-16.52392731,5.04587156,8.027522936,0.688073394,1
7.038834951,4.247572816,5.946601942,2.184466019,6.432038835,5.946601942,5.946601942,3.762135922,4.247572816,4.0,0.0013168001755733,0.0003531244184756,0.0058722883775172,42.15959951,-24.44693633,5.825242718,7.038834951,0.72815534,0
6.559766764,4.227405248,1.603498542,1.020408163,6.997084548,8.309037901,3.644314869,3.06122449,2.478134111,0.0,5.48666739822232e-05,0.0,3.0404517497149546e-05,52.94637026,-7.439862847,5.685131195,8.163265306,1.895043732,0
3.636363636,4.335664336,7.832167832,1.118881119,1.538461538,4.335664336,3.356643357,0.839160839,2.797202797,0.0,0.0,0.0,0.0,122.3037762,140.5004613,8.531468531,26.43356643,0.559440559,1
8.0,8.8,7.2,2.4,8.0,6.4,3.2,3.2,3.2,2.0,0.0001646000219466,8.787303457023824e-06,0.0010370419478789,41.88408,4.782376905,1.6,8.0,0.0,1
4.775280899,4.494382022,5.196629213,1.966292135,4.494382022,5.898876404,5.617977528,3.792134831,4.494382022,0.0,0.0,0.0,0.0,40.3005618,12.55915539,7.162921348,7.443820225,1.966292135,1
7.228915663,6.224899598,7.429718876,1.807228916,9.236947791,4.819277108,5.020080321,5.220883534,4.21686747,4.0,0.0001097333479644,1.9775274294792013e-06,0.0002598828785787,41.78433735,3.075706996,4.21686747,8.835341365,1.606425703,1
8.041958042,6.293706294,3.846153846,2.797202797,8.041958042,8.391608392,5.244755245,3.146853147,1.748251748,2.0,0.0001646000219466,2.3451517249949e-06,1.622139973150389e-05,51.57524476,-5.945041132,5.944055944,6.293706294,2.097902098,0
7.777777778,5.079365079,7.936507937,1.26984127,6.349206349,3.333333333,3.333333333,3.492063492,3.80952381,4.0,0.0003292000438933,3.316379064144951e-05,8.040827919927022e-05,54.26619048,10.31225786,6.825396825,7.619047619,1.111111111,0
7.556270096,8.360128617,5.78778135,3.697749196,4.662379421,5.144694534,5.144694534,3.215434084,2.893890675,4.0,0.0003840667178755,1.795845338288917e-06,0.003100006437996,73.38842444,-5.897792916,9.967845659,9.807073955,0.643086817,0
4.444444444,4.444444444,2.53968254,2.222222222,5.396825397,8.253968254,3.174603175,3.80952381,4.761904762,0.0,0.0007681334357511,1.814688164251673e-05,0.0005661754372889,61.23301587,3.425253872,6.031746032,7.936507937,2.222222222,0
9.132420091,6.849315068,10.95890411,4.109589041,4.566210046,4.109589041,10.95890411,4.566210046,3.196347032,2.0,0.0003840667178755,1.60522530728892e-05,0.0001906900214559,45.92785388,-12.45648883,5.02283105,5.479452055,0.0,0
12.37373737,10.85858586,7.070707071,1.515151515,5.808080808,4.04040404,4.797979798,1.262626263,3.787878788,2.0,0.0005486667398222,3.138088021020127e-05,0.0010427037642264,50.13207071,-13.67846974,3.03030303,4.797979798,0.252525253,0
7.605633803,3.943661972,7.605633803,2.535211268,5.633802817,4.788732394,8.169014085,6.76056338,3.943661972,2.0,0.0008230001097333,0.0005677117810817,0.0071353425590515,44.67633803,-10.8320182,1.408450704,5.915492958,0.845070423,0
5.589307412,6.196840826,4.131227217,2.187120292,4.738760632,5.346294046,4.981773998,4.2527339,4.860267315,2.0,5.48666739822232e-05,0.0,9.362186034094076e-06,48.96611179,-28.98558433,7.533414338,12.39368165,0.486026731,0
4.830917874,5.797101449,3.8647343,1.93236715,4.347826087,6.280193237,2.415458937,4.347826087,1.93236715,0.0,0.0001646000219466,3.56432451185382e-06,1.928634431703958e-06,70.5352657,3.924200347,6.280193237,7.246376812,1.93236715,0
4.129032258,5.677419355,3.35483871,1.290322581,4.387096774,7.35483871,3.870967742,3.096774194,2.709677419,2.0,0.0004389333918577,4.511648015598917e-06,0.0028148865024826,67.13072258,7.885298964,11.48387097,13.67741935,0.387096774,0
4.621848739,8.403361345,1.680672269,1.260504202,6.722689076,11.34453782,5.672268908,1.260504202,1.050420168,2.0,0.0024690003292,0.0003493885692418,0.0126066738252284,43.66344538,-6.319254859,7.983193277,5.042016807,2.31092437,1
3.179190751,2.023121387,3.468208092,5.49132948,7.225433526,4.046242775,2.601156069,11.2716763,4.624277457,0.0,0.0,0.0,0.0,40.59023121,1.100778205,2.601156069,9.537572254,0.578034682,1
8.261405672,5.42540074,4.808877928,1.233045623,5.672009864,7.891491985,4.315659679,2.096177559,2.096177559,0.0,0.0,0.0,0.0,59.06078915,-9.601776431,7.768187423,10.60419236,0.246609125,1
6.278713629,3.062787136,6.125574273,2.143950995,4.900459418,6.125574273,5.206738132,1.837672282,2.603369066,0.0,0.0001097333479644,2.270265062206913e-06,5.588533561773764e-05,76.67810107,8.246978216,12.4042879,15.16079632,0.153139357,0
5.729166667,4.6875,8.854166667,2.083333333,10.41666667,6.770833333,4.6875,8.333333333,6.25,16.0,0.0018106002414133,0.0001353197912331,0.005452208207366,27.97135417,12.76717546,2.083333333,5.208333333,1.041666667,1
4.301075269,4.301075269,1.612903226,1.612903226,1.612903226,12.3655914,3.225806452,1.075268817,4.301075269,0.0,0.0002743333699111,2.283093967082907e-06,0.0003112798548566,86.36129032,10.03750209,10.21505376,16.66666667,0.537634409,0
10.0,3.846153846,7.5,2.115384615,6.923076923,10.76923077,5.769230769,1.346153846,2.307692308,0.0,0.00049380006584,2.2291847157134787e-05,0.0017430572572188,52.49369231,-13.39514928,6.346153846,6.730769231,2.115384615,0
7.85440613,6.130268199,4.406130268,3.831417625,4.406130268,4.597701149,4.980842912,5.938697318,4.022988506,4.0,0.0032371337649511,0.0017352492699533,0.0082357498904744,59.91113027,-11.5954008,5.363984674,6.513409962,0.383141762,1
8.153846154,5.846153846,4.769230769,1.692307692,5.384615385,8.923076923,4.461538462,3.230769231,2.923076923,2.0,5.48666739822232e-05,0.0,0.0002558162030484,40.51523077,6.310008281,6.461538462,3.384615385,1.230769231,0
6.736842105,3.578947368,4.421052632,0.947368421,9.368421053,7.368421053,6.210526316,3.789473684,3.894736842,0.0,0.0,0.0,0.0,36.66115789,-36.9449666,6.842105263,9.368421053,0.736842105,1
0.602409639,9.036144578,0.0,0.602409639,4.819277108,2.409638554,0.602409639,0.0,1.204819277,2.0,0.0037858005047734,0.0001344945511389,0.0357847790659049,58.95481928,12.07152689,8.43373494,11.44578313,0.0,0
12.5,8.75,0.0,1.875,1.25,6.25,2.5,0.625,1.25,0.0,0.0035114671348622,0.0010321704667054,0.0121192334349041,95.1550625,-8.199390445,15.625,8.125,1.25,0
5.309734513,2.433628319,5.973451327,3.982300885,5.973451327,5.309734513,7.522123894,8.628318584,5.309734513,2.0,0.0,0.0,0.0,39.94692478,-3.510037016,3.097345133,7.743362832,0.442477876,1
4.545454545,2.424242424,2.424242424,0.606060606,7.575757576,8.787878788,1.818181818,2.727272727,1.212121212,0.0,0.0,0.0,0.0,56.00309091,16.9549894,5.454545455,6.363636364,1.818181818,1
10.14925373,4.47761194,7.164179104,2.686567164,5.373134328,3.582089552,4.179104478,6.268656716,7.164179104,0.0,5.48666739822232e-05,0.0,1.1802462259444373e-06,47.57671642,-3.941032797,4.47761194,5.373134328,1.791044776,0
14.73214286,5.357142857,11.60714286,4.017857143,2.678571429,6.696428571,6.25,4.464285714,4.017857143,4.0,0.0009327334576977,0.0004865134624819,0.0017395012899286,47.89017857,-15.24489307,4.017857143,4.017857143,0.446428571,1
4.501607717,5.466237942,3.215434084,2.250803859,10.28938907,7.717041801,3.536977492,3.8585209,3.215434084,2.0,0.0,0.0,0.0,39.82186495,4.795433354,5.144694534,7.073954984,0.0,1
4.930662558,2.773497689,5.084745763,1.848998459,5.084745763,4.468412943,5.084745763,6.933744222,7.704160247,2.0,0.0001646000219466,0.0001077524277186,0.0003823133762977,45.78474576,1.672627283,6.471494607,8.628659476,1.386748844,0
7.558733401,4.545454545,7.201225741,1.174668029,5.005107252,4.954034729,5.873340143,4.392236977,4.085801839,2.0,0.0002194666959288,0.0001117632164176,0.0002282253574156,57.35975485,6.902027866,6.486210419,13.38100102,0.868232891,1
7.568438003,4.830917874,7.085346216,1.93236715,5.314009662,4.025764895,4.508856683,4.99194847,5.152979066,2.0,0.0003292000438933,4.86911613109429e-06,0.0027757159228434,44.12916264,2.538242307,3.703703704,8.85668277,1.449275362,1
6.62139219,3.565365025,5.942275042,2.20713073,7.130730051,5.263157895,4.584040747,4.244482173,3.904923599,2.0,0.0001097333479644,0.0,0.001184274073437,40.97487267,-4.144937398,3.904923599,8.149405772,1.697792869,1
7.001795332,6.822262118,5.745062837,2.333931777,7.001795332,6.463195691,3.590664273,5.026929982,4.488330341,4.0,0.0001097333479644,0.0001077524277186,1.5928135877695482e-07,49.76895871,7.732309601,5.026929982,7.360861759,0.897666068,0
4.032258065,2.419354839,2.419354839,1.88172043,8.602150538,4.569892473,2.688172043,4.301075269,3.76344086,0.0,0.0002743333699111,0.0001302894815581,9.252111353665724e-05,44.30056452,5.703527172,3.76344086,6.720430108,1.88172043,0
2.912621359,0.485436893,0.0,0.485436893,3.398058252,8.252427184,3.883495146,0.0,1.45631068,0.0,5.48666739822232e-05,0.0,5.523279091155093e-08,43.66019417,9.599284023,10.19417476,3.398058252,1.941747573,0
4.347826087,4.968944099,3.726708075,4.347826087,9.937888199,6.211180124,2.48447205,6.211180124,1.863354037,0.0,0.0004389333918577,4.748259098021788e-06,0.0002277660311936,52.99130435,-3.431692536,4.347826087,11.80124224,0.621118012,0
5.415162455,1.444043321,6.137184116,3.249097473,8.303249097,9.025270758,5.415162455,5.054151625,3.971119134,4.0,0.0004389333918577,3.09330674424415e-06,0.0007086710761028,24.46425993,0.820501817,4.332129964,6.137184116,0.0,1
4.508196721,2.868852459,12.29508197,2.459016393,0.819672131,9.016393443,4.508196721,2.459016393,3.68852459,2.0,0.0007681334357511,6.328603641153701e-05,0.0038359018104116,64.33282787,17.26540583,15.98360656,9.016393443,0.0,0
5.536912752,4.530201342,5.872483221,1.510067114,6.711409396,7.214765101,3.020134228,3.523489933,4.194630872,2.0,0.0008230001097333,0.0001600458053182,0.0059766146498369,48.93441275,8.927295182,8.053691275,10.73825503,1.006711409,0
3.272727273,5.454545455,2.909090909,1.818181818,9.818181818,8.363636364,5.454545455,4.0,2.545454545,0.0,0.0001097333479644,1.869328820450498e-06,0.0001243370808093,46.43203636,-1.50977842,9.454545455,4.0,3.272727273,1
8.999328408,5.507051713,8.663532572,2.350570853,4.768300873,4.029550034,5.439892545,4.83546004,3.962390866,2.0,5.48666739822232e-05,0.0,3.1353777228125144e-05,59.87301545,-10.08713456,6.917394224,9.939556749,0.873069174,0
